userid,itemid,rating
421340,963476,10
428290,1511014,6
678267,1731993,8
157896,921642,8
826039,1982555,10
172233,176490,10
369807,132738,8
827380,1247578,8
772923,1009845,8
686713,174086,8
221071,2328827,8
753944,2869596,10
359053,1238932,10
716479,339498,10
939432,196859,10
735338,999837,8
907115,1919019,10
204984,141688,10
354989,904251,10
533261,1516843,10
573459,140321,10
419319,2626811,6
74387,2667547,10
666508,851656,8
432414,1473668,8
602305,528243,10
659578,136860,8
615494,1473684,10
265936,1715008,4
295110,894000,10
843774,132738,10
314589,1368220,10
456085,164593,8
396019,128959,8
510139,1274956,8
689168,1017773,8
761783,166633,10
901969,1203092,10
363762,1375793,6
40585,1057664,10
935899,145906,8
234255,2115784,10
935985,304354,6
663461,200393,10
510906,1501987,8
990645,2608964,6
992420,145906,10
733433,2806136,10
647741,512791,8
338439,279859,4
913515,1265357,8
136530,1495368,8
662675,1429022,10
971100,131117,10
113590,1905844,10
679983,1749401,10
929091,1859039,10
80797,1738690,10
448657,1593041,10
414059,1596783,10
131821,535857,8
601957,1599225,10
519109,928312,10
713716,834620,10
232512,1064397,8
151402,963476,8
64485,1108814,8
200316,123793,10
647283,123793,10
133435,945880,10
243439,756784,10
273012,2526108,10
557192,532135,8
81229,899416,10
916743,138431,8
319721,1110676,10
541759,124553,8
520504,2144424,6
691468,2321411,6
362951,1997699,10
448467,242782,10
699388,578862,8
29679,2525650,6
379867,980230,10
747257,1110985,10
17969,638318,8
170466,870184,10
459090,1018841,10
141714,138431,10
714543,1392841,10
988099,258206,8
262166,628492,10
457730,500622,10
562859,141548,10
921524,443464,10
574204,1920477,10
738305,139086,4
116100,1362593,6
861354,2586703,4
266462,1788074,6
91245,2628747,10
510788,703458,8
836846,1665666,10
169596,2934055,10
630389,130259,8
297626,1015626,10
158769,740349,10
86713,180843,10
962250,617766,10
335469,2740079,10
938409,1800440,10
464508,693185,10
474488,963476,8
349865,158028,10
627349,911132,10
559314,149655,10
924620,136110,4
174784,2829293,10
507011,794657,4
756005,195076,10
396283,1579355,10
975050,1019581,10
932066,451300,10
488736,2724667,8
241768,693185,10
288771,134849,10
44355,162634,8
694375,475271,8
184936,1978193,10
248835,1512783,10
101398,1545760,10
250267,543189,10
832196,1741645,10
754,468020,10
96308,130259,10
231539,2101150,10
548307,228702,10
751969,2080312,10
205131,1621234,8
501846,228702,10
239158,2780710,10
256567,2636291,10
675280,424691,10
855014,127865,10
839056,714372,6
410487,130259,8
440448,532135,10
982176,1121351,8
82538,2590191,8
244051,1693091,8
317280,1920477,8
331123,1057664,10
564450,2960940,10
955995,1170357,8
295214,544964,10
386576,136110,8
783167,485462,10
351138,769383,8
928101,1556504,2
697820,499195,6
744789,887454,6
29679,2668216,6
658299,2420796,10
145184,1615177,8
175662,168592,4
256185,1927996,10
738013,124204,6
239817,145906,10
970672,2609834,10
728458,1706067,10
1098,127495,10
43525,1186923,10
156369,2743152,10
986509,555308,10
392649,2885734,8
370369,1729232,10
534933,185800,10
948061,168610,10
275028,1437612,10
592105,241461,10
748128,1576857,10
872034,562188,10
837623,1676837,10
175742,1872602,10
100540,2468077,8
32334,512791,10
378440,1018136,10
503919,1869763,10
28589,627759,8
974241,323450,10
32925,1007290,10
742630,1356952,10
836746,1913010,6
479440,1954806,10
999612,1832896,10
968001,903647,10
109134,1093026,10
853097,125564,10
686625,1769937,8
412919,1882731,8
373194,181737,8
623716,1429022,6
249148,2667547,8
458123,963476,10
465904,1674936,10
774978,363135,10
440940,1528722,8
12161,2758251,10
243858,272388,10
95334,1877137,10
230110,2044701,10
988722,181737,10
354024,862446,10
283742,507766,10
441595,2806136,8
193540,846699,10
796263,1251617,10
723955,1099773,10
190077,1447394,8
914606,1093026,10
439438,511441,8
643900,1928796,8
928409,1920477,8
511967,127865,10
884937,1378631,10
176020,152836,10
120623,865225,10
412461,2524165,8
183778,348662,10
126172,467817,10
616193,362332,10
875615,2127264,10
505393,1186923,10
977099,1800440,4
541522,128959,10
863479,2379658,10
372088,1622747,8
134211,1379493,6
879713,2406399,10
568533,2609834,8
753460,181453,8
904924,2456857,6
759176,1876426,6
971870,304354,10
440448,451969,10
954931,149739,8
814782,1924247,8
37662,168592,10
39682,152662,10
464459,293358,8
903479,1566348,4
855286,1730006,10
962574,640839,8
339236,130259,4
237666,1873684,8
838084,138431,8
684206,2724667,8
262874,1154504,10
415238,136860,8
330786,1695279,10
146579,226072,10
384311,1715404,10
481566,301159,10
964347,1257763,10
394551,1063576,10
134007,1331220,10
500260,1178721,10
196000,2228408,8
759737,1773356,8
176114,1326105,10
817308,1937688,10
662320,193179,8
725513,1163553,10
803121,1799162,10
627896,1199931,6
71938,1457171,10
480752,595048,10
363127,833666,10
869839,858828,10
916606,2837461,8
613181,714374,10
790508,929570,10
609971,1415952,10
200331,2273951,10
76612,789011,10
868583,1787191,10
963208,640617,10
821140,2298403,8
336890,1335648,10
171664,2390516,10
390040,153475,8
191731,350549,8
414106,1748585,8
490676,1415952,10
367338,2924635,10
169978,493265,8
412614,168592,10
453987,1655531,8
111908,2155094,10
290812,142179,10
373243,1806296,10
615933,226072,8
761909,1733906,8
712315,1008562,8
168727,2546173,10
899561,196859,10
616255,183945,10
577215,296430,10
726740,123793,10
953656,1748585,10
490846,139086,8
173607,1979624,10
401916,2419758,6
41447,690330,8
894990,2598896,6
304529,534612,10
482534,1669291,8
57531,1812370,10
10691,571441,8
842378,1645046,6
717030,1057664,10
714769,1449570,10
966214,1058632,10
783896,257262,8
148914,1954806,10
577387,1685669,10
18687,866304,10
995054,904766,10
993966,1769671,10
869834,417055,8
434265,176025,10
203563,1378631,10
658970,1361212,8
125580,1869940,8
826518,1179273,8
14235,730008,8
484140,531077,6
99821,1074283,6
154505,1126889,10
187233,1224461,10
565956,585830,8
4362,2142961,10
807340,1248293,10
558092,1729232,10
485265,126335,10
552668,278878,10
741724,1517307,8
928474,2366148,10
799266,129831,8
448467,1598777,10
885385,2900227,10
688128,125564,None
531634,140321,8
47003,152998,8
131947,2035790,10
819944,690330,10
288894,1213427,10
109112,131533,8
640098,799258,10
690751,922038,10
116663,1972833,8
31893,1693615,10
738066,582430,10
966295,1429022,10
874149,1981995,10
893015,1913039,10
555558,2331652,10
214107,125564,10
591509,178058,8
559207,1717449,8
551640,2171671,8
266858,175496,8
958548,2342266,10
174753,302356,6
894246,1020585,6
329322,172027,8
462345,128959,6
241961,1860491,10
378662,125465,10
180013,1317878,10
615564,387449,10
224303,1920477,10
296285,1669625,8
65599,166633,10
989480,241461,10
201399,603369,10
565707,1287535,8
23715,2252812,8
920472,1711225,10
277118,132738,10
929221,135750,8
460155,1229740,10
526281,146684,10
312229,1645046,6
450189,126335,6
63956,1090219,8
173327,166633,6
788326,945880,10
750150,1082379,6
921370,178058,10
747053,1730182,8
321876,125424,10
893015,1916198,10
77874,1502343,10
968395,1662059,10
62745,1517307,10
308552,637670,10
306165,1269027,10
531314,2565135,8
16655,1662059,10
878513,1625843,10
581709,131533,10
7559,750005,10
447447,2053531,10
524056,1191124,10
679861,1265357,10
455250,126335,8
422169,1665666,6
530200,1129875,8
197236,833666,10
128764,916639,8
190386,834814,10
875654,1917409,8
558511,276763,8
96752,1478427,10
755114,1756163,8
526803,214411,8
378418,1733906,10
234610,1567172,10
652681,1546247,8
520347,1662825,10
134110,132738,8
928712,123793,10
72033,1640697,10
729397,1710886,10
218123,383730,10
49613,1219459,8
45387,1611671,6
77651,144585,10
614187,431518,10
995826,2521310,10
944838,2646149,6
31674,1515339,10
69939,2382109,8
567728,1522885,10
581502,308150,8
903494,144714,10
636090,247465,8
477549,1012189,8
639680,154002,10
212909,1920477,10
265774,183200,8
749050,755371,10
187116,128959,6
469036,1484078,6
236951,672419,10
796775,522755,10
610941,240137,10
80020,273492,6
742630,1267490,10
339770,814717,10
721689,1729232,10
643509,1491849,10
10464,1889597,8
231219,573147,8
364010,1484078,8
902039,709832,10
805665,532135,8
277181,1176605,10
144972,136110,8
861111,144585,2
275926,2098200,10
912527,1390469,10
984638,1567172,10
196723,168610,10
807229,145906,10
737803,558669,10
434928,2337876,10
45387,2859490,8
610580,1402874,10
826596,1313942,10
456355,2440235,10
328977,180843,10
150510,304354,8
673353,123793,10
24848,1746190,8
570505,2488048,10
879509,1435687,10
908763,1845636,8
417797,305868,8
926227,607186,10
100454,132135,10
156497,1980086,10
592782,130259,10
925984,1516843,10
516229,1813420,8
730897,714372,10
291548,126335,10
102275,1325648,10
131273,172914,8
129144,876394,6
897020,188052,10
519629,137585,8
287861,128730,8
48676,861118,10
490968,961819,10
519343,123373,10
320185,752471,10
602190,126335,10
1328,2272046,10
261965,1478427,10
786164,364092,8
639933,524341,10
447666,1090064,10
74693,2420796,8
861080,1255726,10
13747,1918815,10
644051,141761,10
930919,833666,10
197288,2774410,8
124105,296430,10
83718,1800907,10
511120,193179,8
46051,2785640,10
219748,828847,4
616450,514036,10
49454,514672,8
604252,742741,10
538243,578153,8
819697,125424,10
899538,1328587,10
454929,123793,6
936535,2752000,10
718300,800530,10
165612,638318,10
571227,2957481,10
297985,445150,10
66094,156607,10
461682,146684,10
814766,1167757,8
60337,862446,10
11137,814116,6
841950,1738690,8
694371,203856,10
503667,1893305,10
619057,536347,8
521079,135750,10
435755,166006,10
865223,152836,10
915768,469932,10
613761,1756956,10
729714,255476,10
730953,282220,8
187777,963476,10
312461,141548,8
315870,1730006,10
825432,1695878,8
71498,293358,10
977051,1714387,8
833591,1587289,10
777877,1968677,10
668282,167112,6
660180,503009,8
963072,1240309,10
215010,443464,10
691606,450618,10
10825,1586334,10
629532,2215805,10
898663,1210233,10
812825,276763,8
896631,635364,10
10401,1463604,10
37662,1859039,10
177162,125465,10
167243,134393,10
359334,734229,8
719330,1625843,10
578059,176490,8
434957,2109871,8
202746,1814462,10
955360,1378631,10
335054,174086,6
194379,168592,10
725306,1630965,10
651135,2463317,10
769327,1286229,10
378564,174391,8
452567,1354299,4
846231,438881,8
901804,2310753,10
995559,139086,10
90139,128959,8
809176,163328,10
757406,2758251,10
483186,1783600,10
115310,153475,10
677193,1976130,6
230788,2310753,10
361170,1684099,8
341959,1949394,10
936028,1447358,10
905646,2337876,4
912468,173235,8
294528,1882156,10
550595,2379488,10
404345,725296,4
184459,127865,2
32219,168610,8
779069,1090219,10
357640,196859,10
573454,763288,10
849443,585830,8
259025,721699,10
981157,1877932,8
154801,154002,10
410263,315240,8
525117,1248293,10
954435,130259,10
33622,694477,10
849864,1108555,10
793027,2419758,8
357673,1871026,10
589892,1695279,8
561077,1076484,10
968138,1910722,10
918534,1231549,8
347198,1620318,10
711001,999837,10
988980,730008,10
85088,1800440,10
548421,1928796,10
397739,141688,8
576271,613257,10
671816,2148471,6
314320,154002,10
293279,2884139,8
380338,155381,10
618255,1737699,10
303864,2332476,8
989416,943243,10
329580,152836,10
689057,268562,8
797274,184374,8
999151,1695279,10
113418,1076484,10
665639,136110,8
229447,1454808,10
709156,2551780,4
842824,721424,10
999987,174086,10
412243,144585,10
771301,2746761,10
413372,903647,8
695899,1328011,8
982446,231133,8
447965,1711225,10
80773,137585,10
604252,2607683,10
945223,126335,10
779684,807839,4
69783,654025,8
781730,127865,10
214774,172914,8
691468,2757736,10
761360,184374,10
498587,669519,8
750928,1326545,10
97204,909221,10
851595,1415190,10
149269,387552,8
805631,730008,10
274917,1378631,10
481438,2553295,6
900266,1016759,8
919574,478490,10
715534,166633,10
981809,665360,10
818720,130727,10
100536,638318,10
427953,241019,10
114648,1949394,10
468958,2339613,10
784374,2427525,10
197093,762257,10
997237,620524,8
205608,877767,8
800361,2777765,8
289430,534612,10
851282,1661761,10
949797,1966301,10
539007,1729232,8
88342,940419,10
389701,1842792,10
341475,859889,10
952048,1819243,10
936778,130259,4
162785,301960,10
491062,1582487,10
835205,305868,8
401869,2771196,10
297756,141761,10
191671,144714,10
524412,1355618,10
663788,1737699,8
357610,1335648,8
546983,1976130,8
759814,1505204,10
136851,770712,6
560736,1835307,8
919154,1885460,10
386898,151551,8
560452,1142945,10
628476,986324,8
128685,168592,10
353001,858647,10
421398,1106101,10
657570,763288,8
272536,174086,10
7451,2637703,10
468822,1031440,10
746728,940419,10
615311,325844,10
556083,2937389,10
53258,1325648,8
232299,820211,8
604022,2661203,10
606160,374312,10
317904,2005622,10
677943,503009,8
874323,799238,8
290985,130259,10
215267,958617,10
640647,755371,10
699926,1160869,8
894507,187477,10
112436,1821110,8
294444,1460606,10
122733,1614043,10
482480,1737394,10
779849,123793,6
80594,126335,8
702753,1329021,10
966605,1759585,10
547743,166633,6
143461,144051,10
279680,174086,8
856924,133584,8
102781,1772024,10
795904,2340996,10
713082,152662,10
68425,341450,8
833675,1911737,8
318857,1163310,10
972815,753003,8
308171,1114041,8
932361,127865,8
339390,1661761,10
82538,834620,10
663503,471376,8
80414,193361,10
111842,1299555,2
324459,1096999,10
734042,2444721,10
632235,132738,10
477641,138431,10
11051,1146825,8
328377,141300,8
286205,1769705,10
515496,2955734,10
486471,2505335,10
105589,1675905,10
765346,132738,8
712974,124553,10
179464,152836,10
534564,154823,8
886843,2657161,6
876457,160612,10
286221,1956527,8
919617,1655531,4
305677,1090064,10
774834,137585,10
701591,1063761,10
809804,643385,8
916853,131533,10
848082,123793,10
670232,1179273,8
278581,1749759,10
963290,1888892,10
135145,919589,10
760231,374312,10
306098,245079,10
110105,1163129,10
703951,2667547,6
98634,1737394,8
528051,806803,8
730852,152836,8
280693,1697200,8
888057,2767494,10
433154,517998,10
334086,1114441,2
956256,1424883,8
710976,756819,10
54943,134393,10
499651,1226293,8
413573,2687880,10
497266,2075137,10
720640,1210197,8
231198,1996278,8
827516,354557,8
157016,123793,10
718602,1949394,10
971203,128730,8
632483,131117,10
987693,1378631,8
1901,1993236,10
272284,2859490,6
168726,1463543,8
323689,152836,8
555916,416213,8
860233,1167885,8
637517,644425,10
345877,164593,10
3007,918827,10
150264,468020,10
510808,2493150,8
174311,1455118,10
248396,2268666,6
344217,135459,6
170650,1636171,10
535956,2201631,10
296489,1528722,10
902599,2228408,8
363591,935316,10
97778,2239596,10
359031,1522253,10
171294,806803,6
714909,1840637,10
39209,1257812,6
782929,1294261,10
502589,2859339,10
887268,677837,10
356202,397391,8
422015,199231,10
961220,180843,10
333678,1768956,10
66353,1787191,8
412763,1000270,10
759888,1510617,10
822873,181453,10
268344,657626,10
76174,137585,10
692028,126335,8
473850,1181917,10
298404,149739,8
154762,136860,8
415001,155381,10
301852,139086,10
217716,1226293,8
448164,1673120,10
26892,879452,10
818489,134849,8
193694,132738,10
503667,1783600,10
930373,2900227,10
363023,2126992,10
81417,1738544,10
278181,132738,10
828722,2428645,6
48210,125564,10
281616,391450,10
261513,1557847,10
498955,153475,10
889155,273492,10
196591,149655,10
576915,811442,10
642376,128959,8
272495,174086,10
879829,138431,10
563588,1821702,10
261187,1895348,10
180119,172914,10
301892,127865,10
690304,1676837,10
32023,620524,8
449773,2101354,10
741924,366475,10
891644,317029,10
107884,1083523,8
436228,132738,8
453063,137585,10
635327,1979590,8
870113,1516843,10
436229,1523882,10
777007,655967,10
578251,858304,10
411225,876394,10
549517,515521,10
97418,1916904,10
251348,862446,10
522943,1076484,10
404345,2553295,10
77778,1542250,10
171772,125465,10
778100,127865,10
516206,265806,6
304633,1967750,8
77369,1866411,10
408895,123793,10
939887,547674,10
62000,139792,10
555531,1501987,10
517902,123373,10
860071,1844844,10
893281,1539576,10
165019,1505204,10
819847,405646,10
321214,2118799,8
262112,276259,8
152950,555311,8
836037,1611671,8
408564,130259,10
104719,2812405,8
134493,146684,10
325697,1076484,10
281976,2692985,10
870683,185182,8
700607,709832,10
842320,154002,10
516229,868096,10
485536,451591,10
137773,184374,8
526803,2648358,10
742630,1410653,10
110541,455720,8
610261,1773356,10
890577,1715008,10
2926,1920477,10
978048,1108814,10
941709,986296,8
663127,1971222,10
94809,503972,8
763642,2117864,8
342556,1790955,10
764981,1052971,10
634637,1607852,10
800636,134393,8
864923,195076,8
30030,1309537,10
167860,146684,10
106218,706647,10
915123,390071,10
722552,1665666,8
305621,1738690,10
520361,2256658,8
490310,1661761,10
540808,1290861,10
252421,830504,10
208603,1484078,10
851988,730008,10
145216,131117,8
836346,234144,10
287346,204063,10
268171,1706448,6
318745,1890107,8
829015,1497029,8
862077,326784,8
672422,716777,10
871369,569795,8
189456,172027,10
200330,1113191,10
292506,145906,10
401729,780217,6
15257,916347,8
127505,1551720,10
129089,1501987,10
271959,128959,10
344783,1567172,10
375765,479885,10
874543,1996590,6
179952,151551,10
717683,1148823,6
778829,2737885,6
653872,2201631,10
674794,164593,10
741746,799723,10
832023,539385,8
150256,1110122,10
958548,682043,10
302591,1769937,10
685391,2130194,10
935045,1287876,10
255608,129831,6
681388,240049,10
764542,152998,10
333165,1334351,6
559125,2806944,10
628875,123793,10
977051,1360406,6
628976,152836,8
850188,1064397,10
314677,152836,8
577657,150752,10
910735,1362593,10
918534,1221372,10
800824,1109803,10
672264,644425,10
678123,135459,10
415503,1574548,10
118820,168610,10
205934,948002,10
529753,1340234,8
630074,229145,8
839641,480832,10
456518,127495,8
584971,152510,10
552559,166633,10
936462,424962,10
466486,583572,8
579368,178527,10
325242,123373,10
19092,657626,10
824937,1390540,10
990113,404345,10
995826,2605192,8
526104,1818228,10
357906,1624452,10
431271,1002298,10
391846,127865,10
96369,1287535,10
871421,921642,10
675217,1133906,10
677809,561264,10
301693,2249133,10
861888,967675,10
243222,125465,10
645358,134015,8
241160,2566600,10
20677,1676837,10
280478,485187,8
78314,1983744,6
233368,130727,8
210032,139086,10
59656,1606923,10
386103,172027,10
440527,174086,10
114835,153475,10
653740,1869763,10
374091,654662,8
516519,653960,8
984638,2463317,8
958485,806803,8
196935,1146287,10
517737,1913010,8
769933,124204,8
246984,1113191,10
609513,141688,10
787644,1877253,10
800722,156607,6
497307,626764,10
17244,129831,8
741782,704314,10
848259,126335,6
680269,125465,8
25025,1872036,10
989915,1241304,10
547042,168592,10
271116,1427750,10
669628,1949394,8
417026,1165054,10
848305,168610,8
739101,1183835,10
908632,1992625,8
198823,233953,10
251238,1223725,10
264147,1800440,8
411225,1992563,10
163258,1226293,10
947717,960463,10
462425,1219459,10
157600,166006,8
115581,1197228,10
472391,2357947,10
596275,660136,4
67144,1175903,8
361108,806803,10
574632,140321,10
290985,2877562,10
332092,1501483,10
974966,2356401,8
256185,608649,10
806335,132738,10
573622,2706891,10
970467,1608617,10
357726,137585,8
105104,887695,4
993640,1010926,10
523627,1399602,4
698911,755371,8
92767,132738,10
836108,565571,8
400078,1002863,8
147636,145906,8
330952,123793,10
837927,174086,8
581047,149739,10
857371,1819243,8
313026,380900,10
188989,1465348,10
698525,872951,8
929019,833666,8
14393,2040702,10
252004,2343054,10
528755,132738,10
918185,466944,10
358809,241019,10
770980,2548121,4
108372,1313942,10
119670,1928796,10
230384,226072,10
989746,1014880,10
448891,898283,10
711551,141761,8
507134,1698815,10
467988,581032,4
419559,313568,8
908379,137585,8
149667,1260731,10
642126,1457171,10
191179,1033454,8
860107,1896772,10
42875,2132190,8
568999,1730006,10
227379,1893305,8
539528,451969,10
687434,2548121,10
716335,1112955,8
549947,903647,10
616548,1854157,10
682032,1501987,10
513642,532135,10
480958,1598962,10
274726,549751,10
695023,125424,8
381889,1969604,8
690751,2330380,10
182074,137585,10
261670,1031440,10
169596,528243,8
616450,447893,10
121522,226072,8
37448,1036336,10
503130,263699,10
966913,965768,10
11200,196859,8
275917,459535,8
409395,147020,8
69836,1108814,10
430944,124204,10
356136,137585,10
883823,2579422,10
751879,1968677,10
941609,686884,10
3311,1789714,10
186840,164051,8
97207,2119766,10
641616,980230,6
32925,1619658,10
512113,329400,10
262147,1272718,10
901601,145906,8
698627,2714854,10
62863,2846069,6
569779,2590650,6
548177,1232187,10
638441,352365,10
742444,1396878,10
229189,135459,8
379515,1048184,8
177024,2086116,8
964686,174391,8
202085,1717957,10
108837,916347,10
951974,522755,10
21323,130259,10
695467,1963564,10
943323,657626,10
851223,2463317,10
169092,1790955,8
960439,760309,10
886843,231716,4
256768,139086,8
44433,396894,10
449197,1872602,10
722625,2559484,10
112375,123793,10
35367,148690,10
387815,179124,8
824334,136110,8
822806,1882156,10
173262,2283645,10
559729,143094,10
988564,145906,8
862781,421235,10
730953,2195317,10
291954,136110,10
887799,1118295,10
142903,961819,10
412746,433035,4
1717,1871026,8
622648,1858651,2
296311,137585,8
733207,2960969,8
423342,124553,10
73712,312893,10
109772,645661,10
931865,138431,8
574891,1738544,10
753923,1626903,8
955112,136110,10
288817,1397874,8
486438,184374,10
805943,2064239,10
856275,725296,10
511377,1822664,10
301715,1255726,10
734841,2686855,10
889712,1422762,8
829994,1129875,10
893997,183194,8
301630,1617260,10
799889,1226293,8
633254,125465,8
255920,1992625,10
179617,2867662,10
391637,597279,10
141966,131698,6
260709,123373,10
601064,145906,10
11488,1813420,10
802731,938882,6
342986,1404676,10
903377,125564,8
209409,1940985,10
850824,1155639,10
135206,131698,8
143210,1015626,8
755589,497719,10
351771,1031440,10
783093,131117,10
296231,1687082,10
820972,1058632,2
30564,1979590,10
45462,159931,10
881123,180843,8
97216,548104,10
311429,1358356,10
854066,1663646,10
785877,125465,8
979767,776873,10
323403,1240309,8
157660,1549763,10
280291,127865,10
602402,862446,10
924857,164593,10
768342,628492,10
206062,2530612,10
995826,2650470,10
918192,123373,2
869618,576743,8
585527,1011749,10
674706,2752000,10
658008,1615177,6
771023,152836,10
409422,138431,10
131756,133584,10
799922,2636291,10
935110,298830,10
653010,1585757,10
782238,819428,6
774756,148690,10
714487,782555,2
2927,1058632,8
482707,992169,10
581395,168592,8
395995,132738,10
922485,858304,8
415404,779107,10
248987,2120468,8
689620,350461,6
587342,789011,10
430513,140321,10
523423,2592943,8
407455,152836,8
278052,126335,10
698498,131117,10
733207,2325393,8
844858,132738,10
893932,2755189,10
581915,575727,10
339249,795320,10
127264,174086,10
145667,301960,8
220873,2484886,10
299718,131117,10
597042,1869763,6
317927,2916025,10
505990,704588,10
163021,237589,10
497009,132738,8
665374,334588,10
469055,848848,10
251344,987743,10
317090,1714731,10
678435,2858308,10
18354,1213427,10
697929,159931,10
647763,987743,8
730452,1857721,10
251997,963476,6
691468,818635,8
907683,166006,10
51600,1877137,10
139855,1329072,10
447952,263699,8
972349,2902058,10
928517,963476,10
417316,154002,10
999239,2565135,10
561654,2597516,10
264087,2112375,10
140325,123793,10
362951,492247,10
297056,683251,10
876106,708613,10
391004,1630499,10
806809,183194,8
461275,1145592,8
807630,164593,10
113569,466944,10
812054,182578,8
454690,176490,8
638629,131117,10
926462,405258,10
650681,241461,8
928985,1206618,8
433645,149459,10
352158,415231,6
363566,1832871,8
373325,1050242,10
78186,126335,8
140406,1904556,10
323020,127495,4
818091,451969,10
762083,686884,10
107079,1106697,6
978431,2015751,10
448284,2124631,10
637754,128959,10
988106,295072,10
772349,1474262,6
799351,123793,10
587986,1146287,10
739877,182915,10
897249,1013498,10
391676,773361,8
40295,2266220,8
265708,1681289,10
498092,1714731,10
262888,1396660,8
489549,834814,8
700277,522755,8
417863,724319,10
721936,1496340,10
723682,141688,8
722986,2246892,10
676101,2328827,10
680202,1339136,10
892519,1408354,10
882523,137585,8
367152,130727,10
522009,1881176,10
535595,1238932,10
328996,301873,10
267875,1682362,4
854039,534612,10
853959,583437,10
6420,145906,10
124346,154652,10
60382,2155094,10
860073,1983744,10
252288,2396750,10
247197,2673990,10
902559,2025428,10
261911,421373,6
45827,130727,10
112643,123373,6
761220,1774617,10
551377,2900227,10
956362,1523882,10
276265,2595491,10
106702,1567172,8
522616,1835732,10
266105,763288,10
412365,183194,8
908634,714372,10
475730,140321,2
490779,1164757,8
453881,1527117,10
501143,1815068,8
72080,500622,10
169358,467091,8
240256,124204,8
37290,127495,6
802844,132738,10
593287,1795593,10
756894,1210233,10
395939,1174307,8
878968,191514,10
218679,1687082,10
776484,1223581,10
450842,730008,10
703369,2411704,10
24189,1717057,10
345652,132135,10
916497,1954806,8
359031,838207,10
468958,1058949,10
666940,799723,10
276861,730008,10
959769,1445609,10
544676,2203043,6
973422,2927762,10
935207,1450450,10
915728,126335,10
582821,137585,10
113975,653960,10
763521,2821045,10
200837,1390469,10
2762,127495,10
646917,432275,10
232467,832622,10
630850,1701960,10
559694,2752000,10
191709,1930368,10
38395,144727,10
394361,1965742,10
158326,160612,8
528999,132738,None
801534,445150,10
404655,1148823,8
306117,136110,8
92508,183194,8
550370,1515649,6
32925,1653378,10
865542,806803,8
745313,784545,10
999085,1560875,8
405632,147594,4
618469,134849,10
275028,532135,10
51600,1744232,10
103820,1787191,10
780839,1931380,8
859425,1265357,10
182074,1390469,10
43795,2460736,6
447506,393530,8
502476,137585,10
332082,1377639,8
326164,127865,8
161190,2330380,10
455833,982621,10
625741,227442,10
645156,126335,6
13962,1877253,10
548330,1036336,10
42883,178527,8
105149,136110,10
74660,126335,10
600898,1164757,10
588788,943243,10
113763,161541,8
985748,344877,10
412160,1964198,10
933644,1805488,10
647312,145906,10
755467,168610,10
117445,1099081,10
340166,782051,10
14157,194182,8
845396,2109871,8
704084,644208,10
325029,1436642,10
850249,149739,8
32113,474493,10
733186,655775,10
78309,1707988,10
105068,1707988,8
713643,1309118,8
982249,1988709,8
149033,124553,8
691468,475151,8
115473,1738544,10
507849,1223725,10
341602,497719,10
914885,136110,10
599265,144931,10
781028,1985339,10
778159,1146825,10
869356,147594,6
218520,1494967,10
781416,1441199,6
779752,1987884,8
608862,624407,8
288335,1719221,8
500411,174086,8
776484,2571458,10
105434,1661761,10
971818,1096145,10
411892,126335,10
328398,2557055,8
172691,1976130,10
783596,2876727,10
537514,1835732,10
574402,187477,10
682834,1498534,10
596614,162634,10
907296,1871026,8
697051,1991314,6
77189,1547971,6
527144,152662,10
70273,152836,10
546002,151551,10
625804,154652,10
691468,1491185,10
164296,141300,10
39391,135459,8
691989,1313942,10
171202,763288,10
80651,686884,10
546222,1754771,10
33368,782079,10
978115,1953967,8
70378,125465,10
124913,450618,8
861218,719301,10
926305,341294,8
622028,1949394,10
658628,1522959,8
587580,1416608,10
910300,126335,10
42845,128959,10
506643,548667,10
218778,1076484,10
393038,124553,6
588727,1854583,8
526580,145906,10
319231,1484078,8
88262,1330312,10
85642,140877,10
267326,154652,8
456355,530550,10
403554,1216038,10
575642,1783600,8
600334,1180533,10
802644,1769705,6
179367,333479,10
888320,1769204,8
354118,126335,8
360530,1142945,10
785717,145906,8
991948,139086,10
566572,1010926,10
258016,2239701,10
333358,2479556,10
106446,1840180,10
750682,1869763,10
199658,1005880,10
656244,134849,10
942162,1278888,8
325474,1532367,10
543632,2900682,10
76963,1029963,4
735359,166006,8
207078,1499974,10
45225,148089,10
588957,1769937,8
942667,1545760,10
670231,123793,10
579991,168610,10
618523,1812370,8
358302,2829293,10
48628,2740079,10
666605,2557984,10
420347,1530271,10
271474,1362593,6
782269,174086,4
847626,862446,10
111842,1638062,10
955487,1524171,10
796663,1806296,10
93470,432268,8
416211,166006,10
313997,134393,10
84607,1706448,8
115310,144714,2
557984,542348,10
820745,1962198,10
871052,1050242,8
574411,987743,10
359691,2693787,8
484529,132738,10
163449,2503472,8
202130,2575124,8
670401,174086,8
982215,1836461,8
246130,1906757,8
903286,443517,8
885149,125465,10
858723,1543130,10
834317,308150,10
138261,2334570,8
819474,128959,10
19025,1430716,8
970865,1605839,6
230187,178429,10
70088,2278433,8
795594,147594,10
978452,125465,8
820362,153475,10
216693,1816796,10
688856,1355618,10
2845,128730,10
31844,1503791,4
221612,174258,8
408891,2090997,10
744294,184374,4
738066,2763121,6
205815,1467760,8
820431,1832871,8
531633,186629,10
385574,326784,10
930309,1260666,10
503301,1654922,10
752594,1851598,8
28553,128730,8
